,Código,Município,Ano,IFGF,C_IFGF,IFDM,C_IFDM
694,330360,Paracambi,2020,0.27344569567254406,Crítica,0.5233,Baixo
695,330370,Paraíba do Sul,2020,0.5452006069774955,Dificuldade,0.642,Moderado
696,330380,Paraty,2020,0.6633636434809891,Boa Gestão,0.6065,Moderado
697,330385,Paty do Alferes,2020,0.5594070389103644,Dificuldade,0.533,Baixo
698,330390,Petrópolis,2020,0.6726884372166242,Boa Gestão,0.6935,Moderado
699,330395,Pinheiral,2020,0.5905013222014185,Dificuldade,0.6118,Moderado
700,330400,Piraí,2020,0.9107326336367878,Excelência,0.6936,Moderado
701,330410,Porciúncula,2020,0.5948055535792022,Dificuldade,0.5629,Baixo
702,330411,Porto Real,2020,0.5781854535177335,Dificuldade,0.7077,Moderado
703,330412,Quatis,2020,0.5858835271723793,Dificuldade,0.6088,Moderado
704,330414,Queimados,2020,0.5199915898011886,Dificuldade,0.4391,Baixo
705,330415,Quissamã,2020,,Crítica,0.556,Baixo
706,330420,Resende,2020,0.7833366851577178,Boa Gestão,0.6926,Moderado
707,330430,Rio Bonito,2020,0.4011224643658339,Dificuldade,0.6183,Moderado
708,330440,Rio Claro,2020,0.6860518096556143,Boa Gestão,0.5693,Baixo
709,330450,Rio das Flores,2020,0.31542719410049247,Crítica,0.6735,Moderado
710,330452,Rio das Ostras,2020,0.5150858314840702,Dificuldade,0.5925,Baixo
711,330455,Rio de Janeiro,2020,0.3042640315013841,Crítica,0.7397,Moderado
712,330460,Santa Maria Madalena,2020,0.6265279936521155,Boa Gestão,0.4939,Baixo
713,330470,Santo Antônio de Pádua,2020,,Crítica,0.5898,Baixo
714,330475,São Francisco de Itabapoana,2020,0.3358268030597771,Crítica,0.4589,Baixo
715,330480,São Fidélis,2020,0.35861089416088676,Crítica,0.5055,Baixo
716,330490,São Gonçalo,2020,0.6537635014375424,Boa Gestão,0.464,Baixo
717,330500,São João da Barra,2020,0.7762923330125369,Boa Gestão,0.6231,Moderado
718,330510,São João de Meriti,2020,,Crítica,0.4522,Baixo
719,330513,São José de Ubá,2020,0.6072496705425312,Boa Gestão,0.5829,Baixo
720,330515,São José do Vale do Rio Preto,2020,0.5951737107521883,Dificuldade,0.5854,Baixo
721,330520,São Pedro da Aldeia,2020,0.3755782600711983,Crítica,0.5475,Baixo
722,330530,São Sebastião do Alto,2020,0.4532494678998076,Dificuldade,0.5038,Baixo
723,330540,Sapucaia,2020,0.3361535908783703,Crítica,0.6559,Moderado
724,330550,Saquarema,2020,0.773983977975983,Boa Gestão,0.5424,Baixo
725,330555,Seropédica,2020,0.4982502265833063,Dificuldade,0.519,Baixo
726,330560,Silva Jardim,2020,0.5117871059609772,Dificuldade,0.5693,Baixo
727,330570,Sumidouro,2020,,Crítica,0.4786,Baixo
728,330575,Tanguá,2020,0.35194159996751384,Crítica,0.5023,Baixo
729,330580,Teresópolis,2020,0.5405658668500463,Dificuldade,0.6622,Moderado
730,330590,Trajano de Moraes,2020,0.3730714913502598,Crítica,0.4378,Baixo
731,330600,Três Rios,2020,0.5294793140922297,Dificuldade,0.634,Moderado
732,330610,Valença,2020,0.5641478599352729,Dificuldade,0.6267,Moderado
733,330615,Varre-Sai,2020,0.4328710080062501,Dificuldade,0.4917,Baixo
734,330620,Vassouras,2020,0.4023255093116743,Dificuldade,0.6367,Moderado
735,330630,Volta Redonda,2020,0.6212565281939022,Boa Gestão,0.6817,Moderado
736,330010,Angra dos Reis,2021,0.7660702246728908,Boa Gestão,0.597,Baixo
737,330015,Aperibé,2021,0.48501862410043034,Dificuldade,0.6142,Moderado
738,330020,Araruama,2021,0.6453408479783448,Boa Gestão,0.5764,Baixo
739,330022,Areal,2021,0.656913967532561,Boa Gestão,0.6746,Moderado
740,330023,Armação dos Búzios,2021,0.6326869153740755,Boa Gestão,0.641,Moderado
741,330025,Arraial do Cabo,2021,0.5198484976544724,Dificuldade,0.6059,Moderado
742,330030,Barra do Piraí,2021,0.6365493430030367,Boa Gestão,0.5687,Baixo
743,330040,Barra Mansa,2021,0.5776875892598419,Dificuldade,0.6588,Moderado
744,330045,Belford Roxo,2021,0.780870959441838,Boa Gestão,0.3651,Crítico
745,330050,Bom Jardim,2021,0.7113222924144728,Boa Gestão,0.5727,Baixo
746,330060,Bom Jesus do Itabapoana,2021,0.5508429089254505,Dificuldade,0.6088,Moderado
747,330070,Cabo Frio,2021,0.4487561915253524,Dificuldade,0.5826,Baixo
748,330080,Cachoeiras de Macacu,2021,0.6471000108076537,Boa Gestão,0.4986,Baixo
749,330090,Cambuci,2021,,Crítica,0.512,Baixo
750,330093,Carapebus,2021,,Crítica,0.5585,Baixo
751,330095,Comendador Levy Gasparian,2021,0.7040794114239638,Boa Gestão,0.6739,Moderado
752,330100,Campos dos Goytacazes,2021,0.686806993156303,Boa Gestão,0.562,Baixo
753,330110,Cantagalo,2021,0.7909637997288983,Boa Gestão,0.5484,Baixo
754,330115,Cardoso Moreira,2021,0.6487724547473384,Boa Gestão,0.5408,Baixo
755,330120,Carmo,2021,,Crítica,0.6641,Moderado
756,330130,Casimiro de Abreu,2021,0.6011586109137992,Boa Gestão,0.576,Baixo
757,330140,Conceição de Macabu,2021,0.646743402313516,Boa Gestão,0.4874,Baixo
758,330150,Cordeiro,2021,0.6399266091018321,Boa Gestão,0.6227,Moderado
759,330160,Duas Barras,2021,,Crítica,0.5142,Baixo
760,330170,Duque de Caxias,2021,0.7263560104143967,Boa Gestão,0.5314,Baixo
761,330180,Engenheiro Paulo de Frontin,2021,0.3166296404279756,Crítica,0.5718,Baixo
762,330185,Guapimirim,2021,0.5055412610979755,Dificuldade,0.5692,Baixo
763,330187,Iguaba Grande,2021,0.660340379906653,Boa Gestão,0.5388,Baixo
764,330190,Itaboraí,2021,0.636159886642141,Boa Gestão,0.5167,Baixo
765,330200,Itaguaí,2021,0.5028947105283492,Dificuldade,0.6016,Moderado
766,330205,Italva,2021,0.6619844297495037,Boa Gestão,0.5489,Baixo
767,330210,Itaocara,2021,0.6011029097406747,Boa Gestão,0.6004,Moderado
768,330220,Itaperuna,2021,0.6560944411254684,Boa Gestão,0.6812,Moderado
769,330225,Itatiaia,2021,0.7983234141501558,Boa Gestão,0.6378,Moderado
770,330227,Japeri,2021,0.6020799949966675,Boa Gestão,0.4093,Baixo
771,330230,Laje do Muriaé,2021,,Crítica,0.56,Baixo
772,330240,Macaé,2021,0.7849201421215997,Boa Gestão,0.7042,Moderado
773,330245,Macuco,2021,0.6397918428934817,Boa Gestão,0.624,Moderado
774,330250,Magé,2021,0.579702100068373,Dificuldade,0.5102,Baixo
775,330260,Mangaratiba,2021,0.359477382038811,Crítica,0.6448,Moderado
776,330270,Maricá,2021,0.7604384752803044,Boa Gestão,0.5974,Baixo
777,330280,Mendes,2021,0.5650931255189697,Dificuldade,0.6259,Moderado
778,330285,Mesquita,2021,0.5594708291161083,Dificuldade,0.5068,Baixo
779,330290,Miguel Pereira,2021,0.6138195819733414,Boa Gestão,0.5986,Baixo
780,330300,Miracema,2021,0.49230002159296116,Dificuldade,0.6067,Moderado
781,330310,Natividade,2021,0.6066736906984278,Boa Gestão,0.6109,Moderado
782,330320,Nilópolis,2021,0.6300768794209404,Boa Gestão,0.5289,Baixo
783,330330,Niterói,2021,0.9726939257457944,Excelência,0.7065,Moderado
784,330340,Nova Friburgo,2021,0.790593343934331,Boa Gestão,0.6773,Moderado
785,330350,Nova Iguaçu,2021,0.839060905021767,Excelência,0.487,Baixo
786,330360,Paracambi,2021,0.2800066696641896,Crítica,0.5297,Baixo
787,330370,Paraíba do Sul,2021,0.6301353551181272,Boa Gestão,0.6452,Moderado
788,330380,Paraty,2021,0.7696351066796467,Boa Gestão,0.6082,Moderado
789,330385,Paty do Alferes,2021,0.6696567294968732,Boa Gestão,0.5132,Baixo
790,330390,Petrópolis,2021,0.6980195372004993,Boa Gestão,0.6835,Moderado
791,330395,Pinheiral,2021,0.6956134516293883,Boa Gestão,0.6282,Moderado
792,330400,Piraí,2021,0.8045735624966992,Excelência,0.6671,Moderado
793,330410,Porciúncula,2021,0.6449495022302226,Boa Gestão,0.5543,Baixo
794,330411,Porto Real,2021,0.633704164210829,Boa Gestão,0.6623,Moderado
795,330412,Quatis,2021,0.6581311626441396,Boa Gestão,0.543,Baixo
796,330414,Queimados,2021,0.5642977205230439,Dificuldade,0.4705,Baixo
797,330415,Quissamã,2021,0.6267410710438406,Boa Gestão,0.5922,Baixo
798,330420,Resende,2021,0.7956113502502603,Boa Gestão,0.7053,Moderado
799,330430,Rio Bonito,2021,0.5687422419794785,Dificuldade,0.6227,Moderado
800,330440,Rio Claro,2021,0.8369715062935297,Excelência,0.552,Baixo
801,330450,Rio das Flores,2021,0.4315189856174932,Dificuldade,0.6769,Moderado
802,330452,Rio das Ostras,2021,0.7684915414453488,Boa Gestão,0.6036,Moderado
803,330455,Rio de Janeiro,2021,0.6909486236946045,Boa Gestão,0.7559,Moderado
804,330460,Santa Maria Madalena,2021,0.7454769196569002,Boa Gestão,0.5406,Baixo
805,330470,Santo Antônio de Pádua,2021,0.6000600991023693,Boa Gestão,0.6019,Moderado
806,330475,São Francisco de Itabapoana,2021,0.5454360491395724,Dificuldade,0.4719,Baixo
807,330480,São Fidélis,2021,0.5771074399113085,Dificuldade,0.4761,Baixo
808,330490,São Gonçalo,2021,0.7747213724807861,Boa Gestão,0.4854,Baixo
809,330500,São João da Barra,2021,0.7346174401623734,Boa Gestão,0.6268,Moderado
810,330510,São João de Meriti,2021,0.41427917036102685,Dificuldade,0.4647,Baixo
811,330513,São José de Ubá,2021,,Crítica,0.4867,Baixo
812,330515,São José do Vale do Rio Preto,2021,,Crítica,0.603,Moderado
813,330520,São Pedro da Aldeia,2021,0.7007633380318763,Boa Gestão,0.5627,Baixo
814,330530,São Sebastião do Alto,2021,0.6353494073800975,Boa Gestão,0.4825,Baixo
815,330540,Sapucaia,2021,0.7094641322389491,Boa Gestão,0.6162,Moderado
816,330550,Saquarema,2021,0.7274605562504268,Boa Gestão,0.5964,Baixo
817,330555,Seropédica,2021,0.737941482245166,Boa Gestão,0.5473,Baixo
818,330560,Silva Jardim,2021,0.4057490277900679,Dificuldade,0.5384,Baixo
819,330570,Sumidouro,2021,,Crítica,0.5234,Baixo
820,330575,Tanguá,2021,0.5770007632799072,Dificuldade,0.5073,Baixo
821,330580,Teresópolis,2021,0.5720989187065578,Dificuldade,0.6851,Moderado
822,330590,Trajano de Moraes,2021,0.6172362984833182,Boa Gestão,0.4808,Baixo
823,330600,Três Rios,2021,0.5459751753689212,Dificuldade,0.6604,Moderado
824,330610,Valença,2021,0.5981479129645788,Dificuldade,0.6295,Moderado
825,330615,Varre-Sai,2021,0.5321866772342838,Dificuldade,0.5499,Baixo
826,330620,Vassouras,2021,0.5024843061994597,Dificuldade,0.6354,Moderado
827,330630,Volta Redonda,2021,0.7686110357069841,Boa Gestão,0.7142,Moderado
828,330010,Angra dos Reis,2022,0.8497818570364468,Excelência,0.6339,Moderado
829,330015,Aperibé,2022,0.33716539203892315,Crítica,0.6745,Moderado
830,330020,Araruama,2022,,Crítica,0.6195,Moderado
831,330022,Areal,2022,0.6169218148631331,Boa Gestão,0.6826,Moderado
832,330023,Armação dos Búzios,2022,0.6751178128842108,Boa Gestão,0.6854,Moderado
833,330025,Arraial do Cabo,2022,0.5816653300932133,Dificuldade,0.6256,Moderado
834,330030,Barra do Piraí,2022,0.5797170584310836,Dificuldade,0.5953,Baixo
835,330040,Barra Mansa,2022,0.6726022817469735,Boa Gestão,0.6537,Moderado
836,330045,Belford Roxo,2022,0.6556150556624,Boa Gestão,0.3535,Crítico
837,330050,Bom Jardim,2022,0.7116756591611723,Boa Gestão,0.6081,Moderado
838,330060,Bom Jesus do Itabapoana,2022,0.5385191331075715,Dificuldade,0.623,Moderado
839,330070,Cabo Frio,2022,0.4919090456077533,Dificuldade,0.6198,Moderado
840,330080,Cachoeiras de Macacu,2022,0.6857316228488899,Boa Gestão,0.5375,Baixo
841,330090,Cambuci,2022,0.6339398648129976,Boa Gestão,0.5694,Baixo
842,330093,Carapebus,2022,,Crítica,0.6179,Moderado
843,330095,Comendador Levy Gasparian,2022,0.5187548568355667,Dificuldade,0.729,Moderado
844,330100,Campos dos Goytacazes,2022,0.6830454327057174,Boa Gestão,0.5848,Baixo
845,330110,Cantagalo,2022,0.7374856911986836,Boa Gestão,0.6128,Moderado
846,330115,Cardoso Moreira,2022,0.5065854614043208,Dificuldade,0.5678,Baixo
847,330120,Carmo,2022,,Crítica,0.6716,Moderado
848,330130,Casimiro de Abreu,2022,0.5728028781108349,Dificuldade,0.6009,Moderado
849,330140,Conceição de Macabu,2022,0.648541821001713,Boa Gestão,0.559,Baixo
850,330150,Cordeiro,2022,0.5838334260533553,Dificuldade,0.6561,Moderado
851,330160,Duas Barras,2022,,Crítica,0.4783,Baixo
852,330170,Duque de Caxias,2022,0.7671111631101698,Boa Gestão,0.5355,Baixo
853,330180,Engenheiro Paulo de Frontin,2022,0.4279227838075116,Dificuldade,0.6258,Moderado
854,330185,Guapimirim,2022,0.5231396903393435,Dificuldade,0.5793,Baixo
855,330187,Iguaba Grande,2022,0.7064155404123647,Boa Gestão,0.5832,Baixo
856,330190,Itaboraí,2022,0.5705287521464936,Dificuldade,0.5359,Baixo
857,330200,Itaguaí,2022,0.5783507039379694,Dificuldade,0.6365,Moderado
858,330205,Italva,2022,0.5892072220911869,Dificuldade,0.5775,Baixo
859,330210,Itaocara,2022,0.5865135870103415,Dificuldade,0.6128,Moderado
860,330220,Itaperuna,2022,0.6349107904813382,Boa Gestão,0.719,Moderado
861,330225,Itatiaia,2022,0.5536340648292107,Dificuldade,0.6424,Moderado
862,330227,Japeri,2022,0.5842774214901416,Dificuldade,0.4096,Baixo
863,330230,Laje do Muriaé,2022,,Crítica,0.6188,Moderado
864,330240,Macaé,2022,0.8648583304817765,Excelência,0.721,Moderado
865,330245,Macuco,2022,0.6577109480153814,Boa Gestão,0.6162,Moderado
866,330250,Magé,2022,0.6767830267633136,Boa Gestão,0.5361,Baixo
867,330260,Mangaratiba,2022,0.497983566406592,Dificuldade,0.6404,Moderado
868,330270,Maricá,2022,0.7308679538852234,Boa Gestão,0.6431,Moderado
869,330280,Mendes,2022,,Crítica,0.6423,Moderado
870,330285,Mesquita,2022,,Crítica,0.5173,Baixo
871,330290,Miguel Pereira,2022,0.7029580612116209,Boa Gestão,0.6734,Moderado
872,330300,Miracema,2022,,Crítica,0.6623,Moderado
873,330310,Natividade,2022,0.5962629529429287,Dificuldade,0.609,Moderado
874,330320,Nilópolis,2022,0.487215787599331,Dificuldade,0.5388,Baixo
875,330330,Niterói,2022,0.941599837179643,Excelência,0.7145,Moderado
876,330340,Nova Friburgo,2022,0.5536908223836308,Dificuldade,0.7022,Moderado
877,330350,Nova Iguaçu,2022,0.781598869334777,Boa Gestão,0.4822,Baixo
878,330360,Paracambi,2022,0.4883661739565076,Dificuldade,0.5578,Baixo
879,330370,Paraíba do Sul,2022,0.48566030336736055,Dificuldade,0.6809,Moderado
880,330380,Paraty,2022,0.7165434795840043,Boa Gestão,0.6446,Moderado
881,330385,Paty do Alferes,2022,0.8047710816766858,Excelência,0.5624,Baixo
882,330390,Petrópolis,2022,0.6658176288992314,Boa Gestão,0.7142,Moderado
883,330395,Pinheiral,2022,0.7629857592919304,Boa Gestão,0.656,Moderado
884,330400,Piraí,2022,0.8782711515236259,Excelência,0.7034,Moderado
885,330410,Porciúncula,2022,0.5412867172336089,Dificuldade,0.5567,Baixo
886,330411,Porto Real,2022,0.5283116976238784,Dificuldade,0.7411,Moderado
887,330412,Quatis,2022,0.6738678529815132,Boa Gestão,0.5567,Baixo
888,330414,Queimados,2022,0.5178316344165239,Dificuldade,0.4711,Baixo
889,330415,Quissamã,2022,,Crítica,0.5801,Baixo
890,330420,Resende,2022,0.6875429815719925,Boa Gestão,0.7142,Moderado
891,330430,Rio Bonito,2022,0.3573422518603716,Crítica,0.6207,Moderado
892,330440,Rio Claro,2022,0.8073089151334331,Excelência,0.6032,Moderado
893,330450,Rio das Flores,2022,0.3766804411320041,Crítica,0.6845,Moderado
894,330452,Rio das Ostras,2022,0.6765018636642852,Boa Gestão,0.6549,Moderado
895,330455,Rio de Janeiro,2022,0.756222951377452,Boa Gestão,0.7662,Moderado
896,330460,Santa Maria Madalena,2022,0.684404560454831,Boa Gestão,0.5869,Baixo
897,330470,Santo Antônio de Pádua,2022,0.5676883455875992,Dificuldade,0.6232,Moderado
898,330475,São Francisco de Itabapoana,2022,0.5301094036047523,Dificuldade,0.4822,Baixo
899,330480,São Fidélis,2022,0.4466652505979879,Dificuldade,0.5382,Baixo
900,330490,São Gonçalo,2022,0.7728793407926443,Boa Gestão,0.481,Baixo
901,330500,São João da Barra,2022,0.67713833167988,Boa Gestão,0.6225,Moderado
902,330510,São João de Meriti,2022,0.1895467053829127,Crítica,0.469,Baixo
903,330513,São José de Ubá,2022,0.5407036050220703,Dificuldade,0.5283,Baixo
904,330515,São José do Vale do Rio Preto,2022,,Crítica,0.6074,Moderado
905,330520,São Pedro da Aldeia,2022,0.5421096525006263,Dificuldade,0.568,Baixo
906,330530,São Sebastião do Alto,2022,0.4985786896037274,Dificuldade,0.5172,Baixo
907,330540,Sapucaia,2022,0.6514807909409337,Boa Gestão,0.6587,Moderado
908,330550,Saquarema,2022,0.7940510669801167,Boa Gestão,0.6183,Moderado
909,330555,Seropédica,2022,0.3921365493677653,Crítica,0.5436,Baixo
910,330560,Silva Jardim,2022,0.5836567355697276,Dificuldade,0.5809,Baixo
911,330570,Sumidouro,2022,,Crítica,0.5103,Baixo
912,330575,Tanguá,2022,0.3494548604531803,Crítica,0.5199,Baixo
913,330580,Teresópolis,2022,0.60109821673115,Boa Gestão,0.6999,Moderado
914,330590,Trajano de Moraes,2022,0.5055733827335489,Dificuldade,0.5038,Baixo
915,330600,Três Rios,2022,0.4019531677051848,Dificuldade,0.6544,Moderado
916,330610,Valença,2022,0.5845451653189085,Dificuldade,0.6525,Moderado
917,330615,Varre-Sai,2022,0.4790022056647566,Dificuldade,0.5032,Baixo
918,330620,Vassouras,2022,0.5608692794159631,Dificuldade,0.6649,Moderado
919,330630,Volta Redonda,2022,0.726109363536005,Boa Gestão,0.728,Moderado
